,score,review,date,pos,neg,neu,compound,year,month
1722,1,Very easy to apply for and straightforward questions plus very reasonably priced,2022-07-06,0.225,0.0,0.775,0.4927,2022,2022-07
1723,1,Well I booked on line your price was the best,2021-02-04,0.441,0.0,0.559,0.743,2021,2021-02
1724,0,The agent we dealt with was very knowledgeable and answered all of our questions ,2022-06-04,0.0,0.0,1.0,0.0,2022,2022-06
1725,1,The process was easy to complete  By far the best coverage at the best price ,2021-12-05,0.485,0.0,0.515,0.9062,2021,2021-12
1726,0,personable  understanding  thorough  very quick to provide info,2020-01-22,0.0,0.0,1.0,0.0,2020,2020-01
1727,1,easy to deal with,2021-04-18,0.492,0.0,0.508,0.4404,2021,2021-04
1728,1,Antionette was pleasant and thoughtful and answered all my questions with clarity,2023-02-17,0.489,0.0,0.511,0.8225,2023,2023-02
1729,0,I didn t receive a renewal notice by email in      ,2020-07-28,0.0,0.0,1.0,0.0,2020,2020-07
1730,1,The person I spoke to was clear and knew what he was doing  They were the only ones that would top up my travel insurance while in Florida  Good customer service,2020-11-01,0.207,0.0,0.793,0.743,2020,2020-11
1731,1,Very easy to follow and complete application ,2023-07-17,0.347,0.0,0.653,0.4927,2023,2023-07
1732,1,Online adviser was polite  efficient  explained any questions or concerns that I had  Plus the rate was much better than another online health provider I tried for comparison  Very satisfied and will definitely use again in the Fall ,2021-12-04,0.253,0.0,0.747,0.8883,2021,2021-12
1733,1,person I dealt with   helpful  pleasant and got things done  price also helped,2021-11-17,0.357,0.0,0.643,0.7269,2021,2021-11
1734,1,Helpful advisors that met our needs,2020-10-11,0.359,0.0,0.641,0.4215,2020,2020-10
1735,1,I really appreciate the detailed medical questions  both my husband and I are retired and have a couple age related issues that aren t serious so don t affect our travels therefore shouldn t affect our premiums  Your questions easily picked that up  Blue Cross did not  Hpfly we don t need this insurance policy but it s great to know that we have it,2021-12-16,0.131,0.016,0.853,0.848,2021,2021-12
1736,0,Not be able to buy on line  different quotations from on line and over the phone ,2022-02-01,0.0,0.0,1.0,0.0,2022,2022-02
1737,1,Travel insurance was excellent,2023-06-04,0.552,0.0,0.448,0.5719,2023,2023-06
1738,1,VERY HELPFUL AND INFORMATIVE AGENT   Crystal Boss   uncertain spelling   She was also extremely polite and friendly ,2022-08-05,0.345,0.095,0.56,0.7797,2022,2022-08
1739,1,Renewal was painless  Person talking the call was professional and prepared to explain the background to the health questions ,2021-01-15,0.194,0.0,0.806,0.4767,2021,2021-01
1740,1,So easy to purchase and have peace of mind,2021-04-04,0.489,0.0,0.511,0.7713,2021,2021-04
1741,1,I had some questions and the person I spoke to was very helpful  She helped me to ensure my documentation was accurate  Thank you,2022-10-27,0.281,0.0,0.719,0.8016,2022,2022-10
1742,1,Polite courteous timely experience with the representatives ,2020-01-29,0.355,0.0,0.645,0.5106,2020,2020-01
1743,1,People that speak English and understand what the question is I am asking   People who know the answers to the questions I am asking   A call center in Canada   No pressure  given lots of time to read the policy before making a payment ,2022-06-25,0.043,0.0,0.957,0.2235,2022,2022-06
1744,1,I treated with respect and any questions I had were answered ,2022-11-22,0.237,0.0,0.763,0.4767,2022,2022-11
1745,1,Great customer service  Efficient ,2022-05-28,0.775,0.0,0.225,0.7845,2022,2022-05
1746,-1,It was easy to do and accessible  in spite of a pre existing medical condition  It has made travel possible again  whereas most insurance companies just refuse to insure  even if one s physician has allowed travel ,2020-03-19,0.068,0.132,0.8,-0.4019,2020,2020-03
1747,1,Quick service  Good price for good quality ,2022-08-04,0.537,0.0,0.463,0.7003,2022,2022-08
1748,1,Reps are courteous and knowledgeable Look for the best travel insurance to meet your needs ,2021-04-03,0.366,0.0,0.634,0.8176,2021,2021-04
1749,1,This was my first time purchasing from this company  I inadvertently missed a couple of medical items I should have put in for my husband  This was because the form does not have a list of medical conditions to answer questions about  but a blank space for you to type in the condition s   I then had to call and speak to an agent  The questions she asked was a very long list  I wouldn t have thought having covid   yrs ago or having cataract surgery   yrs ago  would be something I needed to report  If the form had all these things listed and boxes to check or write in  it would have made the process a lot easier to get through and waiting on the line for a person for     of an hour would be avoided  The agent was very nice and very thorough ,2021-07-23,0.051,0.031,0.918,0.6297,2021,2021-07
1750,1,The website was easy to navigate and didn t require you to endlessly scroll through a calendar month by month for    years to arrive at your birthdate for entry  Several of the alternative providers required this kind of mindless activity just for the privilege of getting them to give you a quote  End result was a quick cost effective quote for full year travel coverage  Thx,2023-12-24,0.146,0.042,0.811,0.7787,2023,2023-12
1751,1,I called Snowbirds and spoke with Ashley  She helped me through the process of buying travel insurance  Along with being very thorough she explained everything in detail  I had no hesitation in purchasing the insurance and will be calling and recommending Snowbirds and Ashley again in the future ,2022-01-07,0.037,0.0,0.963,0.2057,2022,2022-01
1752,1,Very efficient fast quote ,2023-08-01,0.508,0.0,0.492,0.4754,2023,2023-08
1753,1,The questions were easy to understand and where it wasn t  the interviewer was knowledgeable and gave good explanations  I wasn t asked to for the list of meds  other than their purpose  In summary the experience was thorough enough but not painful ,2021-05-30,0.149,0.0,0.851,0.7192,2021,2021-05
1754,1,Agent was very thorough and recommended I purchase flight cancellation insurance along with the medical coverage  As a senior this was very important as I didn t want to hold back the family from travelling in the case of illness on my part ,2023-01-27,0.116,0.057,0.827,0.1918,2023,2023-01
1755,1,The gentleman who helped me find the best plan for me  He answered all my questions well and if he didn t have an answer he reached out to others for an answered  I didn t feel rushed as my need for insurance wasn t straight forward  Overall a good experience ,2021-01-31,0.214,0.0,0.786,0.8885,2021,2021-01
1756,0,Quick and affordable  Use it everytime ,2020-02-08,0.0,0.0,1.0,0.0,2020,2020-02
1757,1,IVE USED THIS SITE BEFORE  ITS BEEN GREAT,2023-07-18,0.369,0.0,0.631,0.6249,2023,2023-07
1758,1,Try always answer all your questions have better rates And get back to you if you call them,2022-06-05,0.146,0.0,0.854,0.4404,2022,2022-06
1759,1,Customer service reps we talked to were very knowledgeable  helpful and courteous ,2022-03-07,0.389,0.0,0.611,0.749,2022,2022-03
1760,1,Easy to use  Great rate,2020-06-05,0.7,0.0,0.3,0.7906,2020,2020-06
1761,1,Easy to use and great price ,2023-01-03,0.636,0.0,0.364,0.7906,2023,2023-01
1762,1,Easy to use website  Customer service was there to answer any questions ,2022-06-02,0.209,0.0,0.791,0.4404,2022,2022-06
1763,1,Very helpful employees  And also very understanding ,2023-02-27,0.34,0.0,0.66,0.4754,2023,2023-02
1764,1,Excellent value and service and I had a trip to emerg on my trip and there were no problems whatsoever with coverage,2022-08-31,0.306,0.0,0.694,0.8104,2022,2022-08
1765,1,The agent was wonderful  very informative and knew her job ,2023-01-12,0.291,0.0,0.709,0.5719,2023,2023-01
1766,1,I made a phone call and received excellent advice  The advisor answered all questions in a concise manner and explained the coverage thoroughly  The online experience was okay but the difference in the premiums from one policy to another was quite a bit and the phone call was definitely the way to go ,2022-11-11,0.128,0.0,0.872,0.7469,2022,2022-11
1767,1,Crystal was a friendly  knowledgeable and helpful agent  She explained all the policy options and helped me get the right insurance for me  Would definitely use her again,2022-04-28,0.258,0.0,0.742,0.8271,2022,2022-04
1768,1,Answered all my question s  Knowledgeable and efficient ,2023-11-06,0.286,0.0,0.714,0.4215,2023,2023-11
1769,1,Great support from the staff on guidance and quotes  Clear communication on process  coverage ,2022-01-17,0.461,0.0,0.539,0.8555,2022,2022-01
1770,1,It was easy to get and not overpriced glad we went this route,2022-09-15,0.177,0.151,0.672,0.1078,2022,2022-09
1771,1,Requested and was pleasantly accommodated extending time for my travel time in March ,2020-01-21,0.205,0.0,0.795,0.4767,2020,2020-01
1772,1,No waiting  no on hold  staff knew what they had to do for us get what we needed  Pleasant people to talk to  very helpful ,2020-10-29,0.263,0.07,0.667,0.7254,2020,2020-10
1773,1,Very easy to deal with and informative ,2022-05-18,0.347,0.0,0.653,0.4927,2022,2022-05
1774,0,quick and straightforward,2020-03-24,0.0,0.0,1.0,0.0,2020,2020-03
1775,0,The responder knew her business,2023-11-11,0.0,0.0,1.0,0.0,2023,2023-11
1776,1,Quick  easy and awesome rates ,2023-07-04,0.7,0.0,0.3,0.7906,2023,2023-07
1777,1,Very helpful and efficient A pleasure to deal with ,2021-07-23,0.622,0.0,0.378,0.8707,2021,2021-07
1778,1,Easy on line option with a reasonable insurance rate ,2022-07-22,0.266,0.0,0.734,0.4404,2022,2022-07
1779,1,Easy to deal with  Prompt and courteous  Hopefully won t need the insurance  If we do we can do another evaluation as an insurance is only as good as it promises to be ,2023-03-31,0.401,0.0,0.599,0.9524,2023,2023-03
1780,1,They were so easy to deal with as far as answering any questions we had and explaining what coverage we could get  The questions they asked us for coverage were very easy to understand and they explained what it was very well ,2023-04-01,0.193,0.0,0.807,0.8529,2023,2023-04
1781,1,Great service both on the phone and very easy getting policies on internet  Very good rates as well ,2022-10-05,0.473,0.0,0.527,0.9116,2022,2022-10
1782,1,One call  insurance booked and paid for  You made it easy ,2022-03-03,0.225,0.0,0.775,0.4404,2022,2022-03
1783,1,Very thorough and helpful agent ,2022-03-02,0.434,0.0,0.566,0.4703,2022,2022-03
1784,0,Very prompt thorough and professional assistance,2023-07-18,0.0,0.0,1.0,0.0,2023,2023-07
1785,1,Advisor was very good  she didn t rush the process and was very pleasant,2021-05-06,0.361,0.0,0.639,0.7774,2021,2021-05
1786,1,Service was very good  Waited less than    min to speak to an agent  Gabriel She was very leasable and well informed and clearly explained our options for travel insurance i would definitely use Snowbirds again ,2020-07-26,0.261,0.0,0.739,0.8737,2020,2020-07
1787,1,Easy to complete  Competitive Pricing,2022-12-19,0.605,0.0,0.395,0.5574,2022,2022-12
1788,1,This was a first for me I d never bought trip insurance before  The person who handled my inquiries was kind and informative about what I needed to know and how to proceed  End result I got a policy that suited me and my needs ,2021-03-05,0.072,0.0,0.928,0.5267,2021,2021-03
1789,1,Excellent service from your rep Patti she was very knowledgeable and very nice    ,2022-09-11,0.382,0.0,0.618,0.7778,2022,2022-09
1790,1,Very professional  helpful  and friendly ,2023-08-25,0.677,0.0,0.323,0.7414,2023,2023-08
1791,0,The people we dealt with were knowledgeable and spent time detailing the insurance terms we were acquiring ,2021-06-03,0.0,0.0,1.0,0.0,2021,2021-06
1792,1,The person helping me on the phone was very efficient and friendly,2021-08-13,0.493,0.0,0.507,0.8297,2021,2021-08
1793,0,Price  customer service  and coverage,2022-11-16,0.0,0.0,1.0,0.0,2022,2022-11
1794,1,The agent was very pleasant and guided me through the application process  I was impressed with how quickly I was processed and the pertinent documentation was emailed to me immediately ,2020-07-17,0.193,0.0,0.807,0.7713,2020,2020-07
1795,1,Friendly  professional knowledgeable  representative Thank you for your help ,2021-01-21,0.583,0.0,0.417,0.8126,2021,2021-01
1796,1,Advisor was very friendly and helpful  Answered questions with confidence  Made me feel good about what I was getting ,2020-12-14,0.46,0.0,0.54,0.9145,2020,2020-12
1797,1,Easy to use  quick and very good pricing ,2022-08-17,0.504,0.0,0.496,0.7264,2022,2022-08
1798,1,Easy to find what I needed an application process was simple,2021-11-23,0.225,0.0,0.775,0.4404,2021,2021-11
1799,1,Online signup was straight forward  Policy was easy to understand ,2021-01-12,0.375,0.0,0.625,0.5859,2021,2021-01
1800,1,The Lady on the phone was pleasant and knowledgeable very easy to talk too ,2022-06-17,0.351,0.0,0.649,0.7574,2022,2022-06
1801,1,Your advisor was great     We will definitely use you in the future and recommend your company       The price was very very reasonable ,2022-07-04,0.329,0.0,0.671,0.8519,2022,2022-07
1802,1,I had great service again this year  The lady was polite  courteous very informative in answering my questions ,2021-06-10,0.316,0.0,0.684,0.8126,2021,2021-06
1803,1,My only experience with your company is through your telephone agents  They were helpful and knowledgeable about your product  I like the price compared to your competitors  Hopefully  should I need to use any of the services I contracted for the service will prove to be as good as my experience when signing up ,2023-03-22,0.179,0.0,0.821,0.872,2023,2023-03
